restaurant_name,inspection_type,inspection_date,inspection_score,street_number,street_name,street_unit,zip_code,street_address,inspection_month,inspection_year,lat,long,Unique Join
MAPLE LAWN SCHOOL,Routine,11/13/2019,99,3120,INWOOD,,75235,8470 LAKE JUNE RD,Nov 2019,FY2020,32.826305,-96.830466,
MAPLE LAWN SCHOOL,Routine,05/09/2019,100,3120,INWOOD,,75235,848 HARTER RD,May 2019,FY2019,32.826305,-96.830466,
MAPLE LEAF DINER,Routine,09/19/2019,98,12817,PRESTON,#129,75230,1820 W MOCKINGBIRD LN #34,Sep 2019,FY2019,32.92346,-96.80363,
MAPLE LEAF DINER,Routine,03/14/2019,97,12817,PRESTON,#129,75230,1820 W MOCKINGBIRD LN #44,Mar 2019,FY2019,32.92346,-96.80363,
MAPLEWOOD CLUB,Routine,07/17/2019,98,2615,INWOOD,,75235,5635 ALPHA RD,Jul 2019,FY2019,32.822652,-96.834913,
MAPLEWOOD CLUB,Routine,01/24/2019,93,2615,INWOOD,,75235,5640 S MARSALIS AVE,Jan 2019,FY2019,32.822652,-96.834913,
MARACAS COCINA MEXICANA,Routine,12/26/2019,91,2914,MAIN,,75226,7425 BONNIE VIEW RD #3,Dec 2019,FY2020,44.575437,-73.523747,
MARACAS COCINA MEXICANA,Routine,06/25/2019,91,2914,MAIN,,75226,7439 S WESTMORELAND RD,Jun 2019,FY2019,33.999199,-118.480763,
MARBELLA'S TAQUERIA,Routine,09/26/2019,80,2011,BECKLEY,,75224,332 W COMMERCE ST,Sep 2019,FY2019,32.722681,-96.822845,
MARBELLA'S TAQUERIA,Routine,01/09/2019,80,2011,BECKLEY,,75224,3323 W NORTHWEST HWY,Jan 2019,FY2019,32.722681,-96.822845,
MARBLE SLAB CREAMERY,Routine,02/11/2019,95,13350,DALLAS,#3265,75240,201 N ADAMS AVE,Feb 2019,FY2019,32.930161,-96.820963,
MARCIANO'S PIZZA & ITALIAN KITCHEN,Routine,01/11/2019,90,11909,PRESTON,#1444,75230,1515 N COCKRELL HILL RD #114,Jan 2019,FY2019,32.911183,-96.80391,
MARGARITAS RESTAURANT,Routine,12/18/2019,87,2414,FITZHUGH,,75204,4703 GREENVILLE AVE,Dec 2019,FY2020,32.811574,-96.782532,
MARGARITAS RESTAURANT,Routine,06/12/2019,80,2414,FITZHUGH,,75204,4707 BENGAL ST,Jun 2019,FY2019,32.811574,-96.782532,
MARIA LUNA CENTRAL KITCHEN,Routine,12/12/2019,99,1515,GRAND,,75215,2400 W LEDBETTER DR,Dec 2019,FY2020,40.941828,-90.346688,
MARIA LUNA CENTRAL KITCHEN,Routine,04/22/2019,100,1515,GRAND,,75215,2401 MCKINNEY AVE,Apr 2019,FY2019,32.797505,-117.241716,
MARIA MORENO ELEMENTARY,Routine,10/09/2019,100,2115,HAMPTON,,75224,3611 GRAND AVE,Oct 2019,FY2020,32.724173,-96.857078,
MARIA MORENO ELEMENTARY,Routine,04/17/2019,99,2115,HAMPTON,,75224,3611 GREENVILLE AVE #A,Apr 2019,FY2019,32.724173,-96.857078,
MARIE GABRIELLES,Routine,08/26/2019,82,2728,HARWOOD,,75201,6333 FOREST PARK RD #204A,Aug 2019,FY2019,32.793439,-96.807619,
MARIE GABRIELLES,Routine,02/26/2019,84,2728,HARWOOD,,75201,6334 GASTON AVE,Feb 2019,FY2019,32.793439,-96.807619,
MARIE'S KITCHEN,Routine,11/07/2019,90,11910,GREENVILLE,#103,75243,1515 S BUCKNER BLVD #301,Nov 2019,FY2020,32.91155,-96.74591,
MARILLAC SENIOR CNTR,Routine,02/26/2019,94,2843,LAPSLEY,,75212,705 W ILLINOIS AVE,Feb 2019,FY2019,32.777071,-96.911992,
MARISCO LA REYNA #5,Routine,09/09/2019,92,3349,ILLINOIS,,75211,9531 C F HAWN FRWY SUIT #A,Sep 2019,FY2019,32.720383,-96.87783,
MARISCO LA REYNA #5,Routine,03/12/2019,96,3349,ILLINOIS,,75211,9535 BRUTON RD,Mar 2019,FY2019,32.720383,-96.87783,
MARISCOS 2000,Routine,08/08/2019,87,2053,NORTHWEST,#82,75220,3470 W ILLINOIS AVE,Aug 2019,FY2019,32.866718,-96.906496,
MARISCOS 2000,Routine,02/20/2019,86,2053,NORTHWEST,#82,75220,3474 WEBB CHAPEL EXT,Feb 2019,FY2019,32.866718,-96.906496,
MARISCOS 2000,Routine,02/09/2019,74,2053,NORTHWEST,#82,75220,3494 KINGBRIDGE ST,Feb 2019,FY2019,32.866718,-96.906496,
MARISCOS 2000 #2,Routine,05/07/2019,86,2460,WALNUT HILL,,75229,4932 COLUMBIA AVE,May 2019,FY2019,32.880986,-96.895214,
MARISCOS 2000 #5,Routine,07/18/2019,97,3068,FOREST,#111,75234,8228 E RL THORNTON FRWY,Jul 2019,FY2019,32.90963,-96.873581,
MARISCOS 2000 #5,Routine,01/18/2019,100,3068,FOREST,#111,75234,8228 MADDOX,Jan 2019,FY2019,32.90963,-96.873581,
MARISCOS 2000-BACK AREA,Routine,05/07/2019,92,2460,WALNUT HILL,,75229,4933 COLUMBIA AVE,May 2019,FY2019,32.880986,-96.895214,
MARISCOS ACAPULCO,Routine,09/11/2019,90,3301,SINGLETON,,75212,924 WAYNE ST,Sep 2019,FY2019,32.778811,-96.874192,
MARISCOS ACAPULCO,Routine,03/06/2019,85,3301,SINGLETON,,75212,9241 SKILLMAN ST #101,Mar 2019,FY2019,32.778811,-96.874192,
MARISCOS EL GUERO SPORTS BAR AND GRILL,Routine,10/27/2019,82,10230,HARRY HINES,#100,75220,10518 E NORTHWEST HWY,Oct 2019,FY2020,32.862798,-96.880845,
MARISCOS EL GUERO SPORTS BAR AND GRILL,Routine,05/29/2019,84,10230,HARRY HINES,#100,75220,10523 HARRY HINES BLVD,May 2019,FY2019,32.862798,-96.880845,
MARISCOS LA MAREA,Routine,12/03/2019,96,2576,GUS THOMASSON,,75228,5542 MAPLE AVE #C,Dec 2019,FY2020,32.834761,-96.671966,
MARISCOS LA MAREA,Routine,05/30/2019,81,2576,GUS THOMASSON,,75228,5542 MAPLE AVE STE #C,May 2019,FY2019,32.834761,-96.671966,
MARISCOS LA REYNA,Routine,08/19/2019,80,2406,FITZHUGH,,75204,4615 GREENVILLE AVE,Aug 2019,FY2019,32.811392,-96.78232,
MARISCOS LA REYNA,Routine,02/19/2019,90,2406,FITZHUGH,,75204,4615 W LOVERS LN,Feb 2019,FY2019,32.811392,-96.78232,
MARISCOS LA REYNA #3,Follow-up,12/15/2019,88,1818,BUCKNER,,75217,2935 ELM ST,Dec 2019,FY2020,32.743322,-96.682823,
MARISCOS LA REYNA #3,Routine,12/03/2019,69,1818,BUCKNER,,75217,2935 W CAMP WISDOM RD,Dec 2019,FY2020,32.743322,-96.682823,
MARISCOS LA REYNA #3,Routine,09/30/2019,89,1818,BUCKNER,,75217,2936 ELM ST #A,Sep 2019,FY2019,32.743322,-96.682823,
MARISCOS LA REYNA #3,Routine,03/20/2019,91,1818,BUCKNER,,75217,2937 GREENVILLE AVE #130,Mar 2019,FY2019,32.743322,-96.682823,
MARISCOS LA RIVIERA NAYARIT,Routine,10/15/2019,84,10601,NEW CHURCH,,75238,113 E JEFFERSON BLVD,Oct 2019,FY2020,32.885084,-96.702085,
MARISCOS LA RIVIERA NAYARIT,Routine,04/24/2019,82,10601,NEW CHURCH,,75238,1130 S BELTLINE RD #300,Apr 2019,FY2019,32.885084,-96.702085,
MARISCOS LA VIGA,Routine,11/18/2019,85,17449,PRESTON,,75252,2720 W NORTHWEST HWY,Nov 2019,FY2020,32.990574,-96.801603,
MARISCOS LA VIGA,Routine,05/13/2019,88,17449,PRESTON,,75252,2721 MAIN ST,May 2019,FY2019,32.990574,-96.801603,
MARISCOS Y REPOSTERIA GUADALAJARA,Routine,12/09/2019,89,11200,HARRY HINES,#S6,75229,1232 S HAMPTON RD,Dec 2019,FY2020,32.889045,-96.888727,
MARISCOS Y REPOSTERIA GUADALAJARA,Routine,04/13/2019,98,11200,HARRY HINES,#S6,75229,12324 MERIT DR,Apr 2019,FY2019,32.889045,-96.888727,
MARKET HALL CONCESS AREA,Routine,10/14/2019,100,2200,STEMMONS,,75207,3818 N HAMPTON RD,Oct 2019,FY2020,33.076119,-97.023595,
MARKET HALL SNACK SHOP,Routine,10/14/2019,100,2200,STEMMONS,,75207,3818 W CLARENDON DR,Oct 2019,FY2020,33.076119,-97.023595,
MARLOW'S ENTERPRISES INC,Routine,02/18/2019,89,11810,C F HAWN,,75253,14902 PRESTON RD #924,Feb 2019,FY2019,32.685046,-96.621715,
MAROCHE'S BAKERY & PARTY,Routine,02/12/2019,91,1227,DAVIS,,75208,17449 PRESTON RD,Feb 2019,FY2019,32.749505,-96.842438,
MARRIOTT COURTYARD,Routine,11/14/2019,88,10325,CENTRAL,,75231,10788 HARRY HINES BLVD #A-5,Nov 2019,FY2020,32.886667,-96.770428,
MARRIOTT COURTYARD,Routine,05/07/2019,97,10325,CENTRAL,,75231,10788 HARRY HINES BLVD #B13A,May 2019,FY2019,32.886667,-96.770428,
MART SMART,Routine,01/06/2019,88,2347,OATES,,75228,4411 W KIEST BLVD,Jan 2019,FY2019,32.821555,-96.675304,
MARTIN L KING,Routine,11/13/2019,94,1817,WARREN,,75215,2926 S BUCKNER BLVD,Nov 2019,FY2020,32.760329,-96.772402,
MARTIN L KING,Routine,05/09/2019,100,1817,WARREN,,75215,2927 LOMBARDY LN,May 2019,FY2019,32.760329,-96.772402,
MARTIN WEISS MEMORIAL AME,Routine,03/28/2019,98,2804,COCKRELL HILL,,75211,6606 RIDGECREST DR,Mar 2019,FY2019,32.712115,-96.891316,
MARY BETHUNE ELM SCHOOL,Routine,10/22/2019,100,2205,DUNCANVILLE,,75224,3926 E OVERTON RD,Oct 2019,FY2020,32.726465,-96.908714,
MARY BETHUNE ELM SCHOOL,Routine,04/23/2019,93,2205,DUNCANVILLE,,75224,3926 OAK LAWN AVE,Apr 2019,FY2019,32.726465,-96.908714,
MASJID AL ISLAM DALLAS ANNEX,Routine,12/27/2019,98,2625,CESAR CHAVEZ,,75215,5828 E MOCKINGBIRD LN,Dec 2019,FY2020,0,0,
MASKARAS MEXICAN GRILL,Routine,07/16/2019,100,2423,KIEST,,75233,4787 VISTAWOOD #110,Jul 2019,FY2019,32.705773,-96.858033,
MATTITOS TEX MEX,Routine,08/26/2019,80,3102,OAK LAWN,#144,75219,8333 S LANCASTER RD,Aug 2019,FY2019,32.809698,-96.808257,
MATTITOS TEX MEX,Routine,02/26/2019,81,3102,OAK LAWN,#144,75219,8335 WESTCHESTER DR,Feb 2019,FY2019,32.809698,-96.808257,
MATTITOS TEX MEX,Routine,01/20/2019,74,3102,OAK LAWN,#144,75219,8336 LAKE JUNE RD,Jan 2019,FY2019,32.809698,-96.808257,
MATTS RANCHO,Routine,08/22/2019,94,1904,SKILLMAN,,75206,308 S AKARD,Aug 2019,FY2019,32.813414,-96.761622,
MATTS RANCHO,Routine,01/31/2019,90,1904,SKILLMAN,,75206,308 S AKARD 12FL,Jan 2019,FY2019,32.813414,-96.761622,
MAZA MEXICAN RESTAURANT,Routine,08/12/2019,94,2040,NORTHWEST,#140,75229,3426 GREENVILLE AVE,Aug 2019,FY2019,32.867212,-96.908417,
MAZA MEXICAN RESTAURANT,Routine,02/09/2019,92,2040,NORTHWEST,#140,75229,3426 GREENVILLE AVE #B,Feb 2019,FY2019,32.867212,-96.908417,
MCCAMY ELEM CARROLLTON,Routine,08/26/2019,99,3443,BRIARGROVE,,75252,9780 WALNUT ST #280,Aug 2019,FY2019,32.991138,-96.860528,
MCCAMY ELEM CARROLLTON,Routine,02/12/2019,100,3443,BRIARGROVE,,75252,9780 WALNUT ST #340,Feb 2019,FY2019,32.991138,-96.860528,
MCDONALD'S,Routine,12/20/2019,96,11102,CENTRAL,,75231,1211 COMMERCE ST,Dec 2019,FY2020,32.898965,-96.769465,
MCDONALD'S,Routine,12/03/2019,91,2551,GUS THOMASSON,,75228,5500 GREENVILLE AVE #600,Dec 2019,FY2020,32.834876,-96.671466,
MCDONALD'S,Routine,11/15/2019,93,1808,BELTLINE,,75253,2829 W NORTHWEST HWY #511,Nov 2019,FY2020,32.676936,-96.601579,
MCDONALD'S,Routine,10/10/2019,100,11749,PLANO,,752435219,14815 COIT RD,Oct 2019,FY2020,32.90841,-96.700589,
MCDONALD'S,Routine,10/23/2019,88,1415,ILLINOIS,,75216,2223 SINGLETON BLVD #222,Oct 2019,FY2020,28.966955,-81.28515,
MCDONALD'S,Routine,09/05/2019,93,13105,MONTFORT,,75240,19009 PRESTON RD 115,Sep 2019,FY2019,32.926961,-96.811286,
MCDONALD'S,Routine,08/08/2019,93,10320,LAKE JUNE,,75217,10723 COMPOSITE DR,Aug 2019,FY2019,32.733999,-96.645643,
MCDONALD'S,Follow-up,05/29/2019,95,11102,CENTRAL,,75231,1212 OAK LAWN AVE #131,May 2019,FY2019,32.899322,-96.768649,
MCDONALD'S,Routine,05/28/2019,88,1808,BELTLINE,,75253,2829 W NORTHWEST HWY #520,May 2019,FY2019,32.676936,-96.601579,
MCDONALD'S,Routine,05/30/2019,96,2551,GUS THOMASSON,,75228,5500 GREENVILLE AVE #608,May 2019,FY2019,32.834876,-96.671466,
MCDONALD'S,Routine,04/30/2019,70,11102,CENTRAL,,75231,1212 S BUCKNER BLVD,Apr 2019,FY2019,32.899322,-96.768649,
MCDONALD'S,Routine,04/25/2019,87,11749,PLANO,,752435219,14841 COIT RD,Apr 2019,FY2019,32.90841,-96.700589,
MCDONALD'S,Routine,03/26/2019,79,11749,PLANO,,752435219,14856 PRESTON RD #110,Mar 2019,FY2019,32.90841,-96.700589,
MCDONALD'S,Routine,03/12/2019,95,13105,MONTFORT,,75240,19009 PRESTON RD STE #209,Mar 2019,FY2019,32.926961,-96.811286,
MCDONALD'S,Routine,03/17/2019,91,1415,ILLINOIS,,75216,2223 SINGLETON BLVD STE 217,Mar 2019,FY2019,28.966955,-81.28515,
MCDONALD'S,Routine,02/13/2019,97,10320,LAKE JUNE,,75217,10725 AUDELIA RD #101,Feb 2019,FY2019,32.733999,-96.645643,
MCDONALD'S,Routine,01/29/2019,81,3200,WHEATLAND,,75237,8787 GREENVILLE AVE,Jan 2019,FY2019,32.647592,-96.872163,
MCDONALD'S IN WALMART,Routine,10/10/2019,100,15220,MONTFORT,,75240,2425 S COCKRELL HILL RD,Oct 2019,FY2020,32.958912,-96.818136,
MCDONALD'S IN WALMART,Routine,04/22/2019,95,15220,MONTFORT,,75240,2425 W KIEST BLVD,Apr 2019,FY2019,32.958912,-96.818136,
MCDONALDS,Routine,12/19/2019,87,11217,GARLAND,,75218,12345 INWOOD RD,Dec 2019,FY2020,32.848041,-96.684775,
MCDONALDS,Routine,12/03/2019,90,2475,ROYAL,,75229,4950 W ILLINOIS AVE #103,Dec 2019,FY2020,32.896113,-96.896202,
MCDONALDS,Routine,12/17/2019,97,3310,AL LIPSCOMB,,75210,9334 E RL THORNTON FRWY B2,Dec 2019,FY2020,32.777094,-96.765704,
MCDONALDS,Routine,11/04/2019,88,11820,ABRAMS,,75243,1502 PENNSYLVANIA AVE,Nov 2019,FY2020,32.910119,-96.73539,
MCDONALDS,Routine,11/11/2019,96,2747,FORT WORTH,,75211,6411 E NORTHWEST HWY STE #170,Nov 2019,FY2020,32.757716,-96.865794,
MCDONALDS,Routine,10/02/2019,97,14770,PRESTON,,75254,232 W SEVENTH ST,Oct 2019,FY2020,32.949379,-96.803457,
MCDONALDS,Routine,09/12/2019,90,10695,NORTHWEST,,75238,11403 E NORTHWEST HWY,Sep 2019,FY2019,32.864305,-96.700912,
MCDONALDS,Routine,09/17/2019,94,125,CAMP WISDOM,,75232,1802 MOSER DR,Sep 2019,FY2019,32.662301,-96.824497,
MCDONALDS,Routine,09/12/2019,100,2215,BUCKNER,,75217,3945 MYRTLE ST,Sep 2019,FY2019,32.750725,-96.682965,
MCDONALDS,Routine,09/13/2019,99,2407,HAMPTON,,75224,4616 LANGDON RD,Sep 2019,FY2019,32.721517,-96.857095,
MCDONALDS,Routine,08/05/2019,93,13350,DALLAS,#3620,75240,2011 S LAMAR ST,Aug 2019,FY2019,32.930161,-96.820963,
MCDONALDS,Routine,08/05/2019,90,17606,MIDWAY,,75252,2742 S EWING AVE,Aug 2019,FY2019,32.988108,-96.842172,
MCDONALDS,Routine,08/07/2019,97,18121,MARSH,,75280,2911 ROUTH ST,Aug 2019,FY2019,32.995788,-96.855548,
MCDONALDS,Routine,08/27/2019,100,2197,NORTHWEST,,75220,3766 SAMUELL BLVD,Aug 2019,FY2019,32.865125,-96.901658,
MCDONALDS,Routine,07/09/2019,92,1521,COCKRELL HILL,,75211,2421 WALNUT HILL LN,Jul 2019,FY2019,32.763549,-96.895452,
MCDONALDS,Routine,07/18/2019,80,310,KIEST,,75224,831 W TENTH ST,Jul 2019,FY2019,32.705275,-96.828485,
MCDONALDS,Routine,06/06/2019,97,10720,PRESTON,#1102,75230,11411 N CENTRAL EXPW,Jun 2019,FY2019,41.870035,-85.733782,
MCDONALDS,Routine,06/11/2019,88,11217,GARLAND,,75218,12355 GREENVILLE AVE,Jun 2019,FY2019,32.848041,-96.684775,
MCDONALDS,Routine,06/18/2019,98,17250,PRESTON,,75252,2708 ROUTH ST,Jun 2019,FY2019,32.98579,-96.803731,
MCDONALDS,Routine,06/12/2019,90,2475,ROYAL,,75229,4950 W ILLINOIS AVE #109,Jun 2019,FY2019,32.896113,-96.896202,
MCDONALDS,Routine,06/24/2019,95,2570,RED BIRD,,75237,5522 COLUMBIA AVE,Jun 2019,FY2019,32.671074,-96.860237,
MCDONALDS,Routine,06/12/2019,98,3310,AL LIPSCOMB,,75210,9334 E RL THORNTON FRWY R,Jun 2019,FY2019,32.777094,-96.765704,
MCDONALDS,Routine,05/02/2019,90,13040,COIT,,75240,190 CONTINENTAL AVE,May 2019,FY2019,32.925643,-96.769009,
MCDONALDS,Routine,05/14/2019,90,2747,FORT WORTH,,75211,6411 LBJ FRWY,May 2019,FY2019,32.757716,-96.865794,
MCDONALDS,Routine,04/15/2019,98,14770,PRESTON,,75254,2320 OATES DR,Apr 2019,FY2019,32.949379,-96.803457,
MCDONALDS,Routine,03/14/2019,92,10695,NORTHWEST,,75238,11404 E NORTHWEST HWY,Mar 2019,FY2019,32.864305,-96.700912,
MCDONALDS,Routine,03/26/2019,80,125,CAMP WISDOM,,75232,1802 S DENLEY DR,Mar 2019,FY2019,32.662301,-96.824497,
MCDONALDS,Routine,03/21/2019,95,2215,BUCKNER,,75217,3950 ROSEMEADE PKWY #100,Mar 2019,FY2019,32.750725,-96.682965,
MCDONALDS,Routine,03/06/2019,95,2407,HAMPTON,,75224,4617 MAPLE AVE,Mar 2019,FY2019,32.721517,-96.857095,
MCDONALDS,Routine,03/11/2019,80,310,KIEST,,75224,831 W TENTH ST B,Mar 2019,FY2019,32.705275,-96.828485,
MCDONALDS,Routine,02/04/2019,97,13350,DALLAS,#3620,75240,2014 GREENVILLE AVE,Feb 2019,FY2019,32.930161,-96.820963,
MCDONALDS,Routine,02/04/2019,91,17606,MIDWAY,,75252,2745 W NORTHWEST HWY,Feb 2019,FY2019,32.988108,-96.842172,
MCDONALDS,Routine,02/06/2019,98,18121,MARSH,,75280,2912 ELM ST,Feb 2019,FY2019,32.995788,-96.855548,
MCDONALDS,Routine,02/09/2019,96,2197,NORTHWEST,,75220,3790 FOREST LN,Feb 2019,FY2019,32.865125,-96.901658,
MCDONALDS,Routine,01/23/2019,95,1521,COCKRELL HILL,,75211,2422 N HENDERSON AVE,Jan 2019,FY2019,32.763549,-96.895452,
MCDONALDS #2383,Routine,11/04/2019,96,13040,COIT,,75240,1900 ABRAMS PKWY,Nov 2019,FY2020,32.925643,-96.769009,
MCDONALDS #4777,Routine,10/04/2019,86,1000,COMMERCE,,75202,10025 HARRY HINES BLVD,Oct 2019,FY2020,38.04006,-97.88158,
MCDONALDS #4777,Complaint,03/25/2019,100,1000,COMMERCE,,75202,10025 ROYAL LN,Mar 2019,FY2019,38.04006,-97.88158,
MCDONALDS PARRISH FOODS,Routine,11/18/2019,88,3026,HAMPTON,,75212,8106 SOUTHWESTERN BLVD,Nov 2019,FY2020,32.779487,-96.856449,
MCDONALDS PARRISH FOODS,Routine,05/15/2019,82,3026,HAMPTON,,75212,8106 SPRING VALLEY RD,May 2019,FY2019,32.779487,-96.856449,
MCM ELEGANT HOTEL AND SUITES,Routine,08/09/2019,98,2320,NORTHWEST,,75220,4243 S WESTMORELAND RD,Aug 2019,FY2019,32.861186,-96.890268,
MCM ELEGANT HOTEL AND SUITES,Routine,02/06/2019,82,2320,NORTHWEST,,75220,4246 HARRY HINES BLVD #1,Feb 2019,FY2019,32.861186,-96.890268,
MCM ELEGENT HOTEL BAR,Routine,02/06/2019,97,2320,NORTHWEST,,75220,425 W ILLINOIS AVE,Feb 2019,FY2019,32.861186,-96.890268,
MEADOW PARK CAFE & GRILL,Routine,07/24/2019,95,10440,CENTRAL,#200,75231,10851 HARRY HINES BLVD,Jul 2019,FY2019,32.888993,-96.769295,
MEADOW PARK CAFE & GRILL,Routine,02/27/2019,95,10440,CENTRAL,#200,75231,10854 PRESTON RD,Feb 2019,FY2019,32.888993,-96.769295,
MEADOWSTONE PLACE,Routine,07/31/2019,95,10410,STONE CANYON,,75230,10818 DENNIS RD 102,Jul 2019,FY2019,35.837029,-79.059518,
MEADOWSTONE PLACE,Routine,01/28/2019,99,10410,STONE CANYON,,75230,10819 COMPOSITE DR,Jan 2019,FY2019,35.837029,-79.059518,
MEALS ON WHEELS,Routine,11/22/2019,100,1440,MOCKINGBIRD,,75247,2275 GUS THOMASSON RD,Nov 2019,FY2020,32.822179,-96.863073,
MEALS ON WHEELS,Routine,06/17/2019,94,1440,MOCKINGBIRD,,75247,2275 W NORTHWEST HWY,Jun 2019,FY2019,32.822179,-96.863073,
MEALS ON WHEELS,Routine,02/04/2019,96,1440,MOCKINGBIRD,,75247,228 W DAVIS ST,Feb 2019,FY2019,32.822179,-96.863073,
MEAT BY THE CASE MEAT MARKET,Routine,03/14/2019,98,2550,RED BIRD,#500,75237,5500 GREENVILLE AVE #505,Mar 2019,FY2019,32.671131,-96.859825,
MEDICAL CITY DALLAS,Routine,11/08/2019,91,11970,CENTRAL,,75243,15260 DALLAS PKWY BLDG 1,Nov 2019,FY2020,32.912352,-96.768101,
MEDICAL CITY DALLAS,Routine,11/08/2019,95,11990,CENTRAL,,75243,1530 INSPIRATION DR #200,Nov 2019,FY2020,32.913218,-96.767778,
MEDIEVAL TIME (KITCHEN),Routine,10/15/2019,99,2021,STEMMONS,,75207,3400 LOMBARDY LN #107,Oct 2019,FY2020,32.800514,-96.823102,
MEDIEVAL TIME (KITCHEN),Routine,04/25/2019,95,2021,STEMMONS,,75207,3400 LOMBARDY LN STE #108,Apr 2019,FY2019,32.800514,-96.823102,
MEDIEVAL TIMES BAR,Routine,10/15/2019,100,2021,STEMMONS,,75207,3400 SAMUELL BLVD #A,Oct 2019,FY2020,32.800514,-96.823102,
MEDIEVAL TIMES DINNER & TOURNAMENT - SOUTH BAR,Routine,10/15/2019,99,2021,STEMMONS,,75207,3400 TURTLE CREEK BLVD,Oct 2019,FY2020,32.800514,-96.823102,
MEDINA OVEN & BAR,Routine,07/24/2019,86,2304,VICTORY PARK,,75202,421 W LAWSON RD,Jul 2019,FY2019,32.786302,-96.809327,
MEDINA OVEN & BAR,Routine,01/08/2019,94,2304,VICTORY PARK,,75202,421 W LAWSON RD #40,Jan 2019,FY2019,32.786302,-96.809327,
MEDITERRANIA,Routine,11/21/2019,86,19009,PRESTON,#209,75252,3031 S BECKLEY AVE,Nov 2019,FY2020,41.425322,-81.546092,
MEDRANO ELEMENTARY SCHOOL,Routine,11/04/2019,100,2221,LUCAS,,75219,400 N ST PAUL ST STE #105,Nov 2019,FY2020,32.806706,-96.827899,
MEDRANO ELEMENTARY SCHOOL,Routine,04/30/2019,96,2221,LUCAS,,75219,400 NORTHPARK S/C 1ST F,Apr 2019,FY2019,32.806706,-96.827899,
MEDUSA #1,Routine,03/21/2019,99,1930,PACIFIC,,75201,3211 OAKLAWN AVE #A,Mar 2019,FY2019,32.78316,-96.794828,
MEDUSA #2,Routine,03/21/2019,100,1930,PACIFIC,,75201,3211 W NORTHWEST HWY STE #300,Mar 2019,FY2019,32.78316,-96.794828,
MEDUSA #3,Routine,03/21/2019,99,1930,PACIFIC,,75201,3212 FALLS DR,Mar 2019,FY2019,32.78316,-96.794828,
MEDUSA #4,Routine,03/21/2019,100,1930,PACIFIC,,75201,3214 WINNETKA AVE,Mar 2019,FY2019,32.78316,-96.794828,
MEDUSA #5,Routine,03/21/2019,100,1930,PACIFIC,,75201,3215 N FITZHUGH AVE,Mar 2019,FY2019,32.78316,-96.794828,
MEERUT KABAB HOUSE,Routine,05/08/2019,84,11276,HARRY HINES,#103,75229,12747 MIDWAY RD #100,May 2019,FY2019,32.892266,-96.890138,
MEEZ FOOD MART,Routine,08/09/2019,90,10020,ROYAL,,75238,10111 N CENTRAL EXPW,Aug 2019,FY2019,32.894438,-96.717113,
MEI MEI BUFFET,Routine,08/21/2019,80,10455,CENTRAL,123,75231,10920 GARLAND RD,Aug 2019,FY2019,32.888793,-96.77012,
MEI MEI BUFFET,Routine,02/28/2019,82,10455,CENTRAL,123,75231,10930 N CENTRAL EXPW,Feb 2019,FY2019,32.888793,-96.77012,
MELIO'S CHAR BAR,Routine,05/20/2019,85,2026,GREENVILLE,,75206,3414 ELM ST,May 2019,FY2019,32.814664,-96.770195,
MELTED,Routine,02/20/2019,85,1715,LAMAR,,75215,2640 ELM ST,Feb 2019,FY2019,32.765871,-96.793024,
MEN OF NEHEMIAH INC,Routine,04/29/2019,95,2010,AL LIPSCOMB,,75215,3317 W DAVIS ST B,Apr 2019,FY2019,32.766317,-96.777908,
MERCAT RESTAURANT,Routine,12/17/2019,89,2501,HARWOOD,#225,75201,5229 SPRING VALLEY RD,Dec 2019,FY2020,32.791977,-96.806025,
MERCAT RESTAURANT,Routine,06/20/2019,83,2501,HARWOOD,#225,75201,5231 MEADOWCREEK DR,Jun 2019,FY2019,32.791977,-96.806025,
MERIT COFFEE,Routine,05/13/2019,96,2639,MAIN,#140,75226,5950 ROYAL LN #A,May 2019,FY2019,42.873749,-77.884282,
MERIT TOWER CAFE,Routine,09/17/2019,90,12222,MERIT,#R600,75251,1731 S BUCKNER #100A,Sep 2019,FY2019,32.914686,-96.771801,
MERIT TOWER CAFE,Routine,03/19/2019,95,12222,MERIT,#R600,75251,1731 S BUCKNER BLVD,Mar 2019,FY2019,32.914686,-96.771801,
MESERO RESTAURANTS,Routine,12/11/2019,92,2375,VICTORY PARK,#180,75201,4444 W ILLINOIS AVE #300,Dec 2019,FY2020,32.787038,-96.809347,
MESERO RESTAURANTS,Routine,06/11/2019,81,2375,VICTORY PARK,#180,75201,4444 W ILLINOIS AVE #304,Jun 2019,FY2019,32.787038,-96.809347,
MESO MAYA,Routine,11/12/2019,86,1611,MCKINNEY,,75202,2501 FLORA ST,Nov 2019,FY2020,37.378778,-79.177098,
MESO MAYA,Routine,05/07/2019,80,1611,MCKINNEY,,75202,2501 N HARWOOD ST #1400,May 2019,FY2019,37.378778,-79.177098,
MESO MAYA - 2ND FLOOR,Routine,11/12/2019,99,1611,MCKINNEY,,75202,2501 N HARWOOD ST #225,Nov 2019,FY2020,37.378778,-79.177098,
MESO MAYA - 2ND FLOOR,Routine,05/07/2019,94,1611,MCKINNEY,,75202,2502 E ANN ARBOR AVE,May 2019,FY2019,37.378778,-79.177098,
MESO MAYA RESTAURANT,Routine,10/22/2019,87,11909,PRESTON,1426,75252,1515 N COCKRELL HILL RD #115,Oct 2019,FY2020,32.911183,-96.80391,
